X_mm,Y_mm,Z_mm,PowerDensity_W_per_mm3
6.750,21.250,0.025,1.467
6.750,21.250,0.075,1.467
6.750,21.250,0.125,1.467
7.250,21.250,0.025,1.467
7.250,21.250,0.075,1.467
7.250,21.250,0.125,1.467
7.750,21.250,0.025,1.467
7.750,21.250,0.075,1.467
7.750,21.250,0.125,1.467
8.250,21.250,0.025,1.467
8.250,21.250,0.075,1.467
8.250,21.250,0.125,1.467
8.750,21.250,0.025,1.467
8.750,21.250,0.075,1.467
8.750,21.250,0.125,1.467
9.250,21.250,0.025,1.467
9.250,21.250,0.075,1.467
9.250,21.250,0.125,1.467
10.750,21.250,0.025,6.652
10.750,21.250,0.075,6.652
10.750,21.250,0.125,6.652
11.250,21.250,0.025,6.652
11.250,21.250,0.075,6.652
11.250,21.250,0.125,6.652
11.750,21.250,0.025,6.652
11.750,21.250,0.075,6.652
11.750,21.250,0.125,6.652
12.250,21.250,0.025,6.652
12.250,21.250,0.075,6.652
12.250,21.250,0.125,6.652
12.750,21.250,0.025,6.652
12.750,21.250,0.075,6.652
12.750,21.250,0.125,6.652
13.250,21.250,0.025,6.652
13.250,21.250,0.075,6.652
13.250,21.250,0.125,6.652
13.750,21.250,0.025,6.652
13.750,21.250,0.075,6.652
13.750,21.250,0.125,6.652
14.250,21.250,0.025,6.652
14.250,21.250,0.075,6.652
14.250,21.250,0.125,6.652
0.250,21.750,0.025,6.652
0.250,21.750,0.075,6.652
0.250,21.750,0.125,6.652
0.750,21.750,0.025,6.652
0.750,21.750,0.075,6.652
0.750,21.750,0.125,6.652
1.250,21.750,0.025,6.652
1.250,21.750,0.075,6.652
1.250,21.750,0.125,6.652
1.750,21.750,0.025,6.652
1.750,21.750,0.075,6.652
1.750,21.750,0.125,6.652
2.250,21.750,0.025,6.652
2.250,21.750,0.075,6.652
2.250,21.750,0.125,6.652
2.750,21.750,0.025,6.652
2.750,21.750,0.075,6.652
2.750,21.750,0.125,6.652
3.250,21.750,0.025,6.652
3.250,21.750,0.075,6.652
3.250,21.750,0.125,6.652
3.750,21.750,0.025,6.652
3.750,21.750,0.075,6.652
3.750,21.750,0.125,6.652
4.250,21.750,0.025,6.652
4.250,21.750,0.075,6.652
4.250,21.750,0.125,6.652
4.750,21.750,0.025,1.467
4.750,21.750,0.075,1.467
4.750,21.750,0.125,1.467
5.250,21.750,0.025,1.467
5.250,21.750,0.075,1.467
5.250,21.750,0.125,1.467
5.750,21.750,0.025,1.467
5.750,21.750,0.075,1.467
5.750,21.750,0.125,1.467
6.250,21.750,0.025,1.467
6.250,21.750,0.075,1.467
6.250,21.750,0.125,1.467
6.750,21.750,0.025,1.467
6.750,21.750,0.075,1.467
6.750,21.750,0.125,1.467
7.250,21.750,0.025,1.467
7.250,21.750,0.075,1.467
7.250,21.750,0.125,1.467
7.750,21.750,0.025,1.467
7.750,21.750,0.075,1.467
7.750,21.750,0.125,1.467
8.250,21.750,0.025,1.467
8.250,21.750,0.075,1.467
8.250,21.750,0.125,1.467
8.750,21.750,0.025,1.467
8.750,21.750,0.075,1.467
8.750,21.750,0.125,1.467
9.250,21.750,0.025,1.467
9.250,21.750,0.075,1.467
9.250,21.750,0.125,1.467
10.750,21.750,0.025,6.652
10.750,21.750,0.075,6.652
10.750,21.750,0.125,6.652
11.250,21.750,0.025,6.652
11.250,21.750,0.075,6.652
11.250,21.750,0.125,6.652
11.750,21.750,0.025,6.652
11.750,21.750,0.075,6.652
11.750,21.750,0.125,6.652
12.250,21.750,0.025,6.652
12.250,21.750,0.075,6.652
12.250,21.750,0.125,6.652
12.750,21.750,0.025,6.652
12.750,21.750,0.075,6.652
12.750,21.750,0.125,6.652
13.250,21.750,0.025,6.652
13.250,21.750,0.075,6.652
13.250,21.750,0.125,6.652
13.750,21.750,0.025,6.652
13.750,21.750,0.075,6.652
13.750,21.750,0.125,6.652
14.250,21.750,0.025,6.652
14.250,21.750,0.075,6.652
14.250,21.750,0.125,6.652
0.250,22.250,0.025,6.652
0.250,22.250,0.075,6.652
0.250,22.250,0.125,6.652
0.750,22.250,0.025,6.652
0.750,22.250,0.075,6.652
0.750,22.250,0.125,6.652
1.250,22.250,0.025,6.652
1.250,22.250,0.075,6.652
1.250,22.250,0.125,6.652
1.750,22.250,0.025,6.652
1.750,22.250,0.075,6.652
1.750,22.250,0.125,6.652
2.250,22.250,0.025,6.652
2.250,22.250,0.075,6.652
2.250,22.250,0.125,6.652
2.750,22.250,0.025,6.652
2.750,22.250,0.075,6.652
2.750,22.250,0.125,6.652
3.250,22.250,0.025,6.652
3.250,22.250,0.075,6.652
3.250,22.250,0.125,6.652
3.750,22.250,0.025,6.652
3.750,22.250,0.075,6.652
